	3rd-party-talk	Acknowledge (Backchannel)	Action-directive	Agree/Accept	Apology	Appreciation	Collaborative Completion	Conventional-closing	Conventional-opening	Declarative Yes-No-Question	Downplayer	Hold Before Answer/Agreement	No Answers	Offers, Options, Commits	Open-Question	Or-Clause	Other	Quotation	Reject	Repeat-phrase	Rhetorical-Question	Signal-non-understanding	Statement-non-opinion	Statement-opinion	Summarize/Reformulate	Thanking	Uninterpretable	Wh-Question	Yes-No-Question
3rd-party-talk	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Acknowledge (Backchannel)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007353	0.000000	0.000000
Action-directive	0.000000	0.000000	0.078371	0.000000	0.000000	0.000000	0.007598	0.000000	0.000000	0.000000	0.000000	0.001471	0.000000	0.000000	0.000000	0.000000	0.000000	0.055699	0.000000	0.007353	0.008648	0.000000	0.341922	0.004713	0.000000	0.000000	0.001867	0.035312	0.067341
Agree/Accept	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Apology	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Appreciation	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007353	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Collaborative Completion	0.000000	0.000000	0.102941	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003676	0.003676	0.000000	0.014706	0.024510	0.000000	0.098039	0.000000	0.000000	0.000000	0.000000	0.003676	0.006127
Conventional-closing	0.000000	0.000000	0.007353	0.000000	0.000000	0.000000	0.007353	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007353	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Conventional-opening	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007353	0.000000	0.000000	0.000000	0.000000	0.014706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Declarative Yes-No-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.029412	0.000000	0.000000	0.000000	0.000000	0.007353	0.000000
Downplayer	0.000000	0.000000	0.006127	0.000000	0.000000	0.000000	0.000000	0.002451	0.000000	0.000000	0.002451	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007353	0.000000	0.000000	0.000000	0.000000	0.018382	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Hold Before Answer/Agreement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.058824	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
No Answers	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Offers, Options, Commits	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Open-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011029	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025735	0.007353	0.000000	0.000000	0.000000	0.000000	0.000000
Or-Clause	0.000000	0.000000	0.007353	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Other	0.000000	0.007353	0.002451	0.000000	0.000000	0.000000	0.007353	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002451	0.000000	0.000000	0.000000	0.000000	0.000000	0.002451
Quotation	0.000000	0.000000	0.125613	0.000000	0.000000	0.000000	0.003676	0.000000	0.000000	0.000000	0.003676	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010907	0.000000	0.000000	0.001838	0.000000	0.221201	0.000000	0.000000	0.000000	0.003676	0.095588	0.122059
Reject	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Repeat-phrase	0.000000	0.000000	0.025735	0.000000	0.000000	0.000000	0.011029	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017157	0.000000	0.000000	0.104167	0.000000	0.000000	0.000000	0.011029	0.040441	0.003676
Rhetorical-Question	0.000000	0.000000	0.023284	0.000000	0.000000	0.003676	0.000000	0.000000	0.000000	0.000000	0.000000	0.004902	0.000000	0.000000	0.000000	0.000000	0.000000	0.011099	0.000000	0.029412	0.027521	0.000000	0.221831	0.016176	0.000000	0.000000	0.002451	0.056880	0.043943
Signal-non-understanding	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Statement-non-opinion	0.000000	0.000000	0.064353	0.000000	0.000000	0.000000	0.014706	0.001225	0.000237	0.000644	0.002144	0.001297	0.000000	0.000000	0.003972	0.000000	0.001006	0.105739	0.000000	0.032627	0.028722	0.000000	0.521096	0.017214	0.000000	0.000408	0.008170	0.059387	0.092935
Statement-opinion	0.000000	0.000000	0.014706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001471	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.031250	0.000000	0.183088	0.003676	0.001471	0.000000	0.000000	0.005515	0.001471
Summarize/Reformulate	0.000000	0.000000	0.007353	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Thanking	0.000000	0.000000	0.007353	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Uninterpretable	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014706	0.000000	0.007353	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001838	0.000000	0.000000	0.029412	0.007353	0.000000	0.043505	0.000000	0.000000	0.000000	0.006127	0.036765	0.000000
Wh-Question	0.000000	0.000000	0.012290	0.000000	0.000000	0.000000	0.001719	0.000000	0.000000	0.000668	0.002363	0.008824	0.000000	0.000000	0.000000	0.000000	0.000000	0.064286	0.000000	0.000525	0.016894	0.000000	0.337545	0.000668	0.000000	0.000000	0.001751	0.094792	0.075321
Yes-No-Question	0.000000	0.000000	0.011846	0.000000	0.000000	0.000000	0.007508	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001050	0.000817	0.000000	0.095221	0.000000	0.002451	0.042186	0.003676	0.338220	0.056495	0.000000	0.000000	0.006740	0.068779	0.056186
